Ontology - all subclasses of class from New SmartTable with Bacteria 	Matches	Object ID	Common-Name
TAX-703612	TAX-2	TAX-703612	Bacillus subtilis
TAX-224308	TAX-2	TAX-224308	Bacillus subtilis
TAX-135461	TAX-2	TAX-135461	Bacillus subtilis
TAX-1415167	TAX-2	TAX-1415167	Bacillus subtilis
TAX-86029	TAX-2	TAX-86029	Bacillus subtilis
ORG-5873	TAX-2	ORG-5873	Bacillus subtilis
TAX-1423	TAX-2	TAX-1423	Bacillus subtilis
TAX-653685	TAX-2	TAX-653685	Bacillus subtilis group
TAX-281309	TAX-2	TAX-281309	Bacillus thuringiensis
TAX-339854	TAX-2	TAX-339854	Bacillus thuringiensis
TAX-1430	TAX-2	TAX-1430	Bacillus thuringiensis
TAX-180856	TAX-2	TAX-180856	Bacillus thuringiensis
TAX-29339	TAX-2	TAX-29339	Bacillus thuringiensis
TAX-1428	TAX-2	TAX-1428	Bacillus thuringiensis
TAX-326423	TAX-2	TAX-326423	Bacillus velezensis
TAX-492670	TAX-2	TAX-492670	Bacillus velezensis
TAX-1783234	TAX-2	TAX-1783234	Bacteria candidate phyla
TAX-2323	TAX-2	TAX-2323	Bacteria incertae sedis
TAX-1869227	TAX-2	TAX-1869227	bacterium
TAX-700510	TAX-2	TAX-700510	bacterium enrichment culture clone N47
TAX-1221190	TAX-2	TAX-1221190	bacterium symbiont of Theonella swinhoei pTSMAC1
TAX-815	TAX-2	TAX-815	Bacteroidaceae
TAX-171549	TAX-2	TAX-171549	Bacteroidales
TAX-1633202	TAX-2	TAX-1633202	Bacteroidales bacterium Barb6XT
TAX-816	TAX-2	TAX-816	Bacteroides
TAX-28111	TAX-2	TAX-28111	Bacteroides eggerthii
TAX-272559	TAX-2	TAX-272559	Bacteroides fragilis
TAX-295405	TAX-2	TAX-295405	Bacteroides fragilis
TAX-862962	TAX-2	TAX-862962	Bacteroides fragilis
ORG-6243	TAX-2	ORG-6243	Bacteroides fragilis
TAX-817	TAX-2	TAX-817	Bacteroides fragilis
TAX-290053	TAX-2	TAX-290053	Bacteroides helcogenes
TAX-329854	TAX-2	TAX-329854	Bacteroides intestinalis
TAX-28116	TAX-2	TAX-28116	Bacteroides ovatus
ORG-6015	TAX-2	ORG-6015	Bacteroides sp. DeMoss 69
TAX-226186	TAX-2	TAX-226186	Bacteroides thetaiotaomicron
TAX-818	TAX-2	TAX-818	Bacteroides thetaiotaomicron
TAX-371601	TAX-2	TAX-371601	Bacteroides xylanisolvens
TAX-976	TAX-2	TAX-976	Bacteroidetes <Bacteroidetes>
TAX-1100069	TAX-2	TAX-1100069	Bacteroidetes Order II. Incertae sedis
TAX-68336	TAX-2	TAX-68336	Bacteroidetes/Chlorobi group
TAX-200643	TAX-2	TAX-200643	Bacteroidia
ORG-6084	TAX-2	ORG-6084	Barkera
ORG-6019	TAX-2	ORG-6019	Barkera propionica
TAX-213481	TAX-2	TAX-213481	Bdellovibrionales
TAX-2053517	TAX-2	TAX-2053517	Bdellovibrionales bacterium
TAX-1021	TAX-2	TAX-1021	Beggiatoa
TAX-45404	TAX-2	TAX-45404	Beijerinckiaceae
TAX-28216	TAX-2	TAX-28216	Betaproteobacteria
TAX-119066	TAX-2	TAX-119066	Betaproteobacteria incertae sedis
TAX-31953	TAX-2	TAX-31953	Bifidobacteriaceae
TAX-85004	TAX-2	TAX-85004	Bifidobacteriales
TAX-1678	TAX-2	TAX-1678	Bifidobacterium
TAX-1680	TAX-2	TAX-1680	Bifidobacterium adolescentis
TAX-302911	TAX-2	TAX-302911	Bifidobacterium animalis
TAX-28025	TAX-2	TAX-28025	Bifidobacterium animalis
TAX-1681	TAX-2	TAX-1681	Bifidobacterium bifidum
TAX-630129	TAX-2	TAX-630129	Bifidobacterium catenulatum
TAX-1686	TAX-2	TAX-1686	Bifidobacterium catenulatum
TAX-565042	TAX-2	TAX-565042	Bifidobacterium longum
ORG-6134	TAX-2	ORG-6134	Bifidobacterium longum
TAX-1679	TAX-2	TAX-1679	Bifidobacterium longum
TAX-206672	TAX-2	TAX-206672	Bifidobacterium longum
TAX-216816	TAX-2	TAX-216816	Bifidobacterium longum
TAX-1630162	TAX-2	TAX-1630162	Bifidobacterium tissieri
TAX-35832	TAX-2	TAX-35832	Bilophila
ORG-5878	TAX-2	ORG-5878	Bilophila wadsworthia
TAX-563192	TAX-2	TAX-563192	Bilophila wadsworthia
TAX-35833	TAX-2	TAX-35833	Bilophila wadsworthia
TAX-1562566	TAX-2	TAX-1562566	Blastocatellia
TAX-2831090	TAX-2	TAX-2831090	Blastochloridaceae
TAX-59282	TAX-2	TAX-59282	Blastochloris
TAX-1079	TAX-2	TAX-1079	Blastochloris viridis
TAX-38501	TAX-2	TAX-38501	Blastococcus
TAX-1146883	TAX-2	TAX-1146883	Blastococcus saxobsidens
TAX-138336	TAX-2	TAX-138336	Blastococcus saxobsidens
TAX-572511	TAX-2	TAX-572511	Blautia
TAX-476272	TAX-2	TAX-476272	Blautia hydrogenotrophica
TAX-53443	TAX-2	TAX-53443	Blautia hydrogenotrophica
ORG-6135	TAX-2	ORG-6135	Blautia producta
TAX-33035	TAX-2	TAX-33035	Blautia producta
TAX-517	TAX-2	TAX-517	Bordetella
TAX-257310	TAX-2	TAX-257310	Bordetella bronchiseptica
TAX-518	TAX-2	TAX-518	Bordetella bronchiseptica
TAX-519	TAX-2	TAX-519	Bordetella parapertussis
TAX-520	TAX-2	TAX-520	Bordetella pertussis
TAX-340100	TAX-2	TAX-340100	Bordetella petrii
TAX-94624	TAX-2	TAX-94624	Bordetella petrii
TAX-170622	TAX-2	TAX-170622	Bordetella sp. 10d
TAX-1643685	TAX-2	TAX-1643685	Borreliaceae
TAX-64895	TAX-2	TAX-64895	Borreliella
TAX-139	TAX-2	TAX-139	Borreliella burgdorferi
TAX-43668	TAX-2	TAX-43668	Brachybacterium
TAX-47846	TAX-2	TAX-47846	Brachybacterium conglomeratum
TAX-28219	TAX-2	TAX-28219	Brachymonas
TAX-398520	TAX-2	TAX-398520	Brachymonas petroleovorans
TAX-240505	TAX-2	TAX-240505	Brachymonas petroleovorans
TAX-374	TAX-2	TAX-374	Bradyrhizobium
TAX-224911	TAX-2	TAX-224911	Bradyrhizobium diazoefficiens
TAX-1355477	TAX-2	TAX-1355477	Bradyrhizobium diazoefficiens
TAX-29448	TAX-2	TAX-29448	Bradyrhizobium elkanii
TAX-375	TAX-2	TAX-375	Bradyrhizobium japonicum
TAX-722413	TAX-2	TAX-722413	Bradyrhizobium sp. JS329
TAX-244562	TAX-2	TAX-244562	Bradyrhizobium sp. RD5-C2
TAX-312252	TAX-2	TAX-312252	Bradyrhizobium sp. SEMIA 6144
TAX-55080	TAX-2	TAX-55080	Brevibacillus
TAX-51101	TAX-2	TAX-51101	Brevibacillus agri
ORG-5879	TAX-2	ORG-5879	Brevibacillus brevis
TAX-1393	TAX-2	TAX-1393	Brevibacillus brevis
TAX-1465	TAX-2	TAX-1465	Brevibacillus laterosporus
TAX-85019	TAX-2	TAX-85019	Brevibacteriaceae
TAX-1696	TAX-2	TAX-1696	Brevibacterium
TAX-1698	TAX-2	TAX-1698	Brevibacterium epidermidis
TAX-47914	TAX-2	TAX-47914	Brevibacterium fuscum
TAX-1704	TAX-2	TAX-1704	Brevibacterium helvolum
TAX-31943	TAX-2	TAX-31943	Brevibacterium iodinum
TAX-1703	TAX-2	TAX-1703	Brevibacterium linens
ORG-5880	TAX-2	ORG-5880	Brevibacterium sp.
ORG-5881	TAX-2	ORG-5881	Brevibacterium sp.
TAX-1702	TAX-2	TAX-1702	Brevibacterium sterolicum
TAX-41275	TAX-2	TAX-41275	Brevundimonas
TAX-74316	TAX-2	TAX-74316	Brevundimonas aurantiaca
TAX-293	TAX-2	TAX-293	Brevundimonas diminuta
TAX-1113698	TAX-2	TAX-1113698	Brevundimonas sp. NBRC 101024
TAX-41276	TAX-2	TAX-41276	Brevundimonas vesicularis
TAX-2755	TAX-2	TAX-2755	Brochothrix
TAX-2756	TAX-2	TAX-2756	Brochothrix thermosphacta
TAX-234	TAX-2	TAX-234	Brucella
TAX-1198700	TAX-2	TAX-1198700	Brucella abortus
TAX-359391	TAX-2	TAX-359391	Brucella abortus
TAX-235	TAX-2	TAX-235	Brucella abortus
TAX-439375	TAX-2	TAX-439375	Brucella anthropi
TAX-529	TAX-2	TAX-529	Brucella anthropi
TAX-29459	TAX-2	TAX-29459	Brucella melitensis
TAX-236	TAX-2	TAX-236	Brucella ovis
TAX-571254	TAX-2	TAX-571254	Brucella rhizosphaerae
TAX-29461	TAX-2	TAX-29461	Brucella suis
TAX-94626	TAX-2	TAX-94626	Brucella tritici
TAX-2826938	TAX-2	TAX-2826938	Brucella/Ochrobactrum group
TAX-118882	TAX-2	TAX-118882	Brucellaceae
TAX-82978	TAX-2	TAX-82978	Budvicia
TAX-1903416	TAX-2	TAX-1903416	Budviciaceae
TAX-32008	TAX-2	TAX-32008	Burkholderia
TAX-339670	TAX-2	TAX-339670	Burkholderia ambifaria
TAX-152480	TAX-2	TAX-152480	Burkholderia ambifaria
TAX-216591	TAX-2	TAX-216591	Burkholderia cenocepacia
TAX-95486	TAX-2	TAX-95486	Burkholderia cenocepacia
ORG-57109	TAX-2	ORG-57109	Burkholderia cepacia
TAX-292	TAX-2	TAX-292	Burkholderia cepacia
ORG-6102	TAX-2	ORG-6102	Burkholderia cepacia 2CBS
TAX-87882	TAX-2	TAX-87882	Burkholderia cepacia complex
ORG-5882	TAX-2	ORG-5882	Burkholderia cepacia JS850
ORG-5883	TAX-2	ORG-5883	Burkholderia cepacia R34
TAX-488447	TAX-2	TAX-488447	Burkholderia contaminans
TAX-28095	TAX-2	TAX-28095	Burkholderia gladioli
TAX-337	TAX-2	TAX-337	Burkholderia glumae
TAX-482957	TAX-2	TAX-482957	Burkholderia lata
TAX-13373	TAX-2	TAX-13373	Burkholderia mallei
TAX-1385591	TAX-2	TAX-1385591	Burkholderia mayonis
TAX-395019	TAX-2	TAX-395019	Burkholderia multivorans
TAX-87883	TAX-2	TAX-87883	Burkholderia multivorans
TAX-41899	TAX-2	TAX-41899	Burkholderia plantarii
TAX-28450	TAX-2	TAX-28450	Burkholderia pseudomallei
TAX-60550	TAX-2	TAX-60550	Burkholderia pyrrocinia
TAX-36773	TAX-2	TAX-36773	Burkholderia sp.
TAX-221273	TAX-2	TAX-221273	Burkholderia sp. AK-5
TAX-233098	TAX-2	TAX-233098	Burkholderia sp. DNT
TAX-384033	TAX-2	TAX-384033	Burkholderia sp. FA1
TAX-80621	TAX-2	TAX-80621	Burkholderia sp. JB1
TAX-60924	TAX-2	TAX-60924	Burkholderia sp. JS150
TAX-622617	TAX-2	TAX-622617	Burkholderia sp. JS667
TAX-426533	TAX-2	TAX-426533	Burkholderia sp. KU-46
TAX-69003	TAX-2	TAX-69003	Burkholderia sp. RASC
TAX-306678	TAX-2	TAX-306678	Burkholderia sp. WS
ORG-5996	TAX-2	ORG-5996	Burkholderia terrae
TAX-271848	TAX-2	TAX-271848	Burkholderia thailandensis
TAX-57975	TAX-2	TAX-57975	Burkholderia thailandensis
TAX-119060	TAX-2	TAX-119060	Burkholderiaceae
TAX-80840	TAX-2	TAX-80840	Burkholderiales
TAX-224471	TAX-2	TAX-224471	Burkholderiales genera incertae sedis
TAX-830	TAX-2	TAX-830	Butyrivibrio
TAX-831	TAX-2	TAX-831	Butyrivibrio fibrisolvens
TAX-1827195	TAX-2	TAX-1827195	Caballeronia
TAX-140098	TAX-2	TAX-140098	Caballeronia sp. NK8
TAX-249529	TAX-2	TAX-249529	Caldanaerobacter
TAX-119072	TAX-2	TAX-119072	Caldanaerobacter subterraneus
TAX-911092	TAX-2	TAX-911092	Caldanaerobacter subterraneus
TAX-44000	TAX-2	TAX-44000	Caldicellulosiruptor
TAX-44001	TAX-2	TAX-44001	Caldicellulosiruptor saccharolyticus
TAX-67814	TAX-2	TAX-67814	Caldiserica
TAX-2498710	TAX-2	TAX-2498710	Caldiserica/Cryosericota group
TAX-1930617	TAX-2	TAX-1930617	Calditrichaeota
TAX-1702237	TAX-2	TAX-1702237	Caldora
TAX-1702241	TAX-2	TAX-1702241	Caldora penicillata
TAX-2906525	TAX-2	TAX-2906525	Calidifontibacillus/Schinkia group
TAX-44258	TAX-2	TAX-44258	Caloramator
TAX-1147123	TAX-2	TAX-1147123	Caloramator quimbayensis
TAX-194	TAX-2	TAX-194	Campylobacter
TAX-195	TAX-2	TAX-195	Campylobacter coli
TAX-196	TAX-2	TAX-196	Campylobacter fetus
TAX-354242	TAX-2	TAX-354242	Campylobacter jejuni
TAX-407148	TAX-2	TAX-407148	Campylobacter jejuni
TAX-192222	TAX-2	TAX-192222	Campylobacter jejuni
TAX-32022	TAX-2	TAX-32022	Campylobacter jejuni
TAX-197	TAX-2	TAX-197	Campylobacter jejuni
TAX-201	TAX-2	TAX-201	Campylobacter lari
TAX-72294	TAX-2	TAX-72294	Campylobacteraceae
TAX-213849	TAX-2	TAX-213849	Campylobacterales
TAX-640293	TAX-2	TAX-640293	candidate division NC10
TAX-363278	TAX-2	TAX-363278	Candidatus Anammoxoglobus
TAX-162154	TAX-2	TAX-162154	Candidatus Arcobacter sulfidicus
TAX-380240	TAX-2	TAX-380240	Candidatus Brocadia
TAX-174632	TAX-2	TAX-174632	Candidatus Brocadia anammoxidans
TAX-1127830	TAX-2	TAX-1127830	Candidatus Brocadiaceae
TAX-1127829	TAX-2	TAX-1127829	Candidatus Brocadiales
TAX-2517206	TAX-2	TAX-2517206	Candidatus Brocadiia
TAX-456826	TAX-2	TAX-456826	Candidatus Cloacimonas
TAX-456827	TAX-2	TAX-456827	Candidatus Cloacimonas acidaminovorans
TAX-456828	TAX-2	TAX-456828	Candidatus Cloacimonetes
TAX-62100	TAX-2	TAX-62100	Candidatus Endobugula
TAX-62101	TAX-2	TAX-62101	Candidatus Endobugula sertula
TAX-330062	TAX-2	TAX-330062	Candidatus Endoecteinascidia
TAX-266021	TAX-2	TAX-266021	Candidatus Endoecteinascidia frumentensis
TAX-360731	TAX-2	TAX-360731	Candidatus Jettenia
TAX-247490	TAX-2	TAX-247490	Candidatus Jettenia caeni
TAX-2698788	TAX-2	TAX-2698788	Candidatus Krumholzibacteriota
TAX-380738	TAX-2	TAX-380738	Candidatus Kuenenia
TAX-174633	TAX-2	TAX-174633	Candidatus Kuenenia stuttgartiensis
TAX-1170227	TAX-2	TAX-1170227	Candidatus Methylomirabilis
TAX-671143	TAX-2	TAX-671143	Candidatus Methylomirabilis oxyfera
TAX-198251	TAX-2	TAX-198251	Candidatus Pelagibacter
TAX-335992	TAX-2	TAX-335992	Candidatus Pelagibacter ubique
TAX-198252	TAX-2	TAX-198252	Candidatus Pelagibacter ubique
TAX-1381133	TAX-2	TAX-1381133	Candidatus Profftella
TAX-669502	TAX-2	TAX-669502	Candidatus Profftella armatura
TAX-236756	TAX-2	TAX-236756	Candidatus Scalindua
TAX-237368	TAX-2	TAX-237368	Candidatus Scalindua brodae
TAX-236757	TAX-2	TAX-236757	Candidatus Scalindua wagneri
TAX-2897346	TAX-2	TAX-2897346	Candidatus Scalinduaceae
TAX-572262	TAX-2	TAX-572262	Candidatus Thiodictyon syntrophicum
TAX-1166950	TAX-2	TAX-1166950	Candidatus Thiodictyon syntrophicum
TAX-2860205	TAX-2	TAX-2860205	Canicola
TAX-733	TAX-2	TAX-733	Canicola haemoglobinophilus
TAX-1016	TAX-2	TAX-1016	Capnocytophaga
TAX-1017	TAX-2	TAX-1017	Capnocytophaga gingivalis
TAX-1018	TAX-2	TAX-1018	Capnocytophaga ochracea
TAX-1019	TAX-2	TAX-1019	Capnocytophaga sputigena
TAX-129957	TAX-2	TAX-129957	Carboxydothermus
TAX-129958	TAX-2	TAX-129958	Carboxydothermus hydrogenoformans
TAX-868	TAX-2	TAX-868	Cardiobacteriaceae
TAX-135615	TAX-2	TAX-135615	Cardiobacteriales
TAX-359336	TAX-2	TAX-359336	Castellaniella
TAX-1437824	TAX-2	TAX-1437824	Castellaniella defragrans
TAX-75697	TAX-2	TAX-75697	Castellaniella defragrans
TAX-56119	TAX-2	TAX-56119	Castellaniella denitrificans
TAX-75	TAX-2	TAX-75	Caulobacter
ORG-6311	TAX-2	ORG-6311	Caulobacter henricii
TAX-69395	TAX-2	TAX-69395	Caulobacter henricii
ORG-6312	TAX-2	ORG-6312	Caulobacter henricii 
TAX-190650	TAX-2	TAX-190650	Caulobacter vibrioides
TAX-565050	TAX-2	TAX-565050	Caulobacter vibrioides
TAX-155892	TAX-2	TAX-155892	Caulobacter vibrioides
TAX-76892	TAX-2	TAX-76892	Caulobacteraceae
TAX-204458	TAX-2	TAX-204458	Caulobacterales
TAX-158483	TAX-2	TAX-158483	Cedecea
ORG-6316	TAX-2	ORG-6316	Cedecea neteri
ORG-6313	TAX-2	ORG-6313	Cedecea neteri
ORG-6314	TAX-2	ORG-6314	Cedecea neteri
ORG-6315	TAX-2	ORG-6315	Cedecea neteri
TAX-158822	TAX-2	TAX-158822	Cedecea neteri
TAX-85016	TAX-2	TAX-85016	Cellulomonadaceae
TAX-1707	TAX-2	TAX-1707	Cellulomonas
TAX-1709	TAX-2	TAX-1709	Cellulomonas biazotea
TAX-1708	TAX-2	TAX-1708	Cellulomonas fimi
TAX-1711	TAX-2	TAX-1711	Cellulomonas flavigena
TAX-157920	TAX-2	TAX-157920	Cellulosimicrobium
TAX-1710	TAX-2	TAX-1710	Cellulosimicrobium cellulans
TAX-10	TAX-2	TAX-10	Cellvibrio
TAX-155077	TAX-2	TAX-155077	Cellvibrio japonicus
TAX-1706371	TAX-2	TAX-1706371	Cellvibrionaceae
TAX-1706369	TAX-2	TAX-1706369	Cellvibrionales
TAX-1653176	TAX-2	TAX-1653176	Cereibacter
TAX-272943	TAX-2	TAX-272943	Cereibacter sphaeroides
TAX-349101	TAX-2	TAX-349101	Cereibacter sphaeroides
TAX-1063	TAX-2	TAX-1063	Cereibacter sphaeroides
TAX-2036754	TAX-2	TAX-2036754	Chelatococcaceae
TAX-28209	TAX-2	TAX-28209	Chelatococcus
TAX-28210	TAX-2	TAX-28210	Chelatococcus asaccharovorans
TAX-810	TAX-2	TAX-810	Chlamydia
TAX-83555	TAX-2	TAX-83555	Chlamydia abortus
TAX-83557	TAX-2	TAX-83557	Chlamydia caviae
TAX-83556	TAX-2	TAX-83556	Chlamydia felis
TAX-83560	TAX-2	TAX-83560	Chlamydia muridarum
TAX-83558	TAX-2	TAX-83558	Chlamydia pneumoniae
TAX-331636	TAX-2	TAX-331636	Chlamydia psittaci
TAX-83554	TAX-2	TAX-83554	Chlamydia psittaci
TAX-272561	TAX-2	TAX-272561	Chlamydia trachomatis
TAX-813	TAX-2	TAX-813	Chlamydia trachomatis
TAX-1113537	TAX-2	TAX-1113537	Chlamydia/Chlamydophila group
TAX-809	TAX-2	TAX-809	Chlamydiaceae
TAX-204428	TAX-2	TAX-204428	Chlamydiae <Chlamydiae>
TAX-51291	TAX-2	TAX-51291	Chlamydiales
TAX-204429	TAX-2	TAX-204429	Chlamydiia
TAX-458032	TAX-2	TAX-458032	Chloracidobacterium
TAX-458033	TAX-2	TAX-458033	Chloracidobacterium thermophilum
TAX-256319	TAX-2	TAX-256319	Chlorobaculum
TAX-274537	TAX-2	TAX-274537	Chlorobaculum limnaeum
TAX-194439	TAX-2	TAX-194439	Chlorobaculum tepidum
TAX-1097	TAX-2	TAX-1097	Chlorobaculum tepidum
TAX-115852	TAX-2	TAX-115852	Chlorobaculum thiosulfatiphilum
TAX-1090	TAX-2	TAX-1090	Chlorobi
TAX-191410	TAX-2	TAX-191410	Chlorobia
TAX-191412	TAX-2	TAX-191412	Chlorobiaceae
TAX-191411	TAX-2	TAX-191411	Chlorobiales
TAX-1091	TAX-2	TAX-1091	Chlorobium
TAX-1092	TAX-2	TAX-1092	Chlorobium limicola
TAX-1096	TAX-2	TAX-1096	Chlorobium phaeobacteroides
TAX-290317	TAX-2	TAX-290317	Chlorobium phaeobacteroides
TAX-331678	TAX-2	TAX-331678	Chlorobium phaeobacteroides
TAX-290318	TAX-2	TAX-290318	Chlorobium phaeovibrioides
TAX-1094	TAX-2	TAX-1094	Chlorobium phaeovibrioides
TAX-274493	TAX-2	TAX-274493	Chlorobium/Pelodictyon group
TAX-1106	TAX-2	TAX-1106	Chloroflexaceae
TAX-32064	TAX-2	TAX-32064	Chloroflexales
TAX-200795	TAX-2	TAX-200795	Chloroflexi <Chloroflexi>
TAX-167963	TAX-2	TAX-167963	Chloroflexi incertae sedis
TAX-32061	TAX-2	TAX-32061	Chloroflexia
TAX-1508594	TAX-2	TAX-1508594	Chloroflexineae
TAX-1107	TAX-2	TAX-1107	Chloroflexus
TAX-152260	TAX-2	TAX-152260	Chloroflexus aggregans
TAX-324602	TAX-2	TAX-324602	Chloroflexus aurantiacus
TAX-1108	TAX-2	TAX-1108	Chloroflexus aurantiacus
TAX-1892261	TAX-2	TAX-1892261	Chlorogloeopsidaceae
TAX-1123	TAX-2	TAX-1123	Chlorogloeopsis
TAX-1124	TAX-2	TAX-1124	Chlorogloeopsis fritschii
TAX-100715	TAX-2	TAX-100715	Chloroherpeton
TAX-100716	TAX-2	TAX-100716	Chloroherpeton thalassium
TAX-50	TAX-2	TAX-50	Chondromyces
TAX-51	TAX-2	TAX-51	Chondromyces apiculatus
TAX-52	TAX-2	TAX-52	Chondromyces crocatus
TAX-1046	TAX-2	TAX-1046	Chromatiaceae
TAX-135613	TAX-2	TAX-135613	Chromatiales
TAX-1047	TAX-2	TAX-1047	Chromatium
ORG-6034	TAX-2	ORG-6034	chromatium vinosum
TAX-1499392	TAX-2	TAX-1499392	Chromobacteriaceae
TAX-535	TAX-2	TAX-535	Chromobacterium
TAX-90153	TAX-2	TAX-90153	Chromobacterium group
TAX-243365	TAX-2	TAX-243365	Chromobacterium violaceum
TAX-536	TAX-2	TAX-536	Chromobacterium violaceum
TAX-42054	TAX-2	TAX-42054	Chromohalobacter
TAX-86179	TAX-2	TAX-86179	Chromohalobacter beijerinckii
TAX-290398	TAX-2	TAX-290398	Chromohalobacter salexigens
TAX-158080	TAX-2	TAX-158080	Chromohalobacter salexigens
TAX-1890464	TAX-2	TAX-1890464	Chroococcaceae
TAX-1118	TAX-2	TAX-1118	Chroococcales
TAX-189770	TAX-2	TAX-189770	Chrysiogenaceae
TAX-189769	TAX-2	TAX-189769	Chrysiogenales
TAX-118004	TAX-2	TAX-118004	Chrysiogenes
TAX-309797	TAX-2	TAX-309797	Chrysiogenes arsenatis
TAX-118001	TAX-2	TAX-118001	Chrysiogenetes <class>
TAX-200938	TAX-2	TAX-200938	Chrysiogenetes <phylum>
TAX-1650335	TAX-2	TAX-1650335	Chrysosporum
TAX-105352	TAX-2	TAX-105352	Chrysosporum bergii
TAX-75695	TAX-2	TAX-75695	Chrysosporum ovalisporum
TAX-544	TAX-2	TAX-544	Citrobacter
TAX-35703	TAX-2	TAX-35703	Citrobacter amalonaticus
TAX-57706	TAX-2	TAX-57706	Citrobacter braakii
TAX-546	TAX-2	TAX-546	Citrobacter freundii
TAX-1344959	TAX-2	TAX-1344959	Citrobacter freundii complex
TAX-66695	TAX-2	TAX-66695	Citrobacter intermedius
TAX-545	TAX-2	TAX-545	Citrobacter koseri
TAX-1080067	TAX-2	TAX-1080067	Citrobacter sp. S-77
TAX-1573	TAX-2	TAX-1573	Clavibacter
TAX-28447	TAX-2	TAX-28447	Clavibacter michiganensis
TAX-31964	TAX-2	TAX-31964	Clavibacter michiganensis
TAX-33013	TAX-2	TAX-33013	Clavibacter michiganensis
TAX-33014	TAX-2	TAX-33014	Clavibacter michiganensis
TAX-31963	TAX-2	TAX-31963	Clavibacter michiganensis
TAX-186801	TAX-2	TAX-186801	Clostridia
TAX-857391	TAX-2	TAX-857391	Clostridia bacterium enrichment culture clone BF
TAX-31979	TAX-2	TAX-31979	Clostridiaceae
TAX-539000	TAX-2	TAX-539000	Clostridiales Family XVII. Incertae Sedis
TAX-1870884	TAX-2	TAX-1870884	Clostridioides
TAX-272563	TAX-2	TAX-272563	Clostridioides difficile
TAX-645462	TAX-2	TAX-645462	Clostridioides difficile
TAX-1121308	TAX-2	TAX-1121308	Clostridioides difficile
TAX-1496	TAX-2	TAX-1496	Clostridioides difficile
TAX-1485	TAX-2	TAX-1485	Clostridium
TAX-84022	TAX-2	TAX-84022	Clostridium aceticum
TAX-1488	TAX-2	TAX-1488	Clostridium acetobutylicum
TAX-272562	TAX-2	TAX-272562	Clostridium acetobutylicum
ORG-6362	TAX-2	ORG-6362	Clostridium aerofoetidum
TAX-33953	TAX-2	TAX-33953	Clostridium aminobutyricum
TAX-84023	TAX-2	TAX-84023	Clostridium autoethanogenum
TAX-1520	TAX-2	TAX-1520	Clostridium beijerinckii
ORG-5888	TAX-2	ORG-5888	Clostridium bifermentans
TAX-1491	TAX-2	TAX-1491	Clostridium botulinum
TAX-441770	TAX-2	TAX-441770	Clostridium botulinum
TAX-36826	TAX-2	TAX-36826	Clostridium botulinum
TAX-1492	TAX-2	TAX-1492	Clostridium butyricum
TAX-1493	TAX-2	TAX-1493	Clostridium cellulovorans
TAX-1494	TAX-2	TAX-1494	Clostridium cochlearium
TAX-179628	TAX-2	TAX-179628	Clostridium colicanis
TAX-1495	TAX-2	TAX-1495	Clostridium cylindrosporum
TAX-332101	TAX-2	TAX-332101	Clostridium drakei
TAX-1497	TAX-2	TAX-1497	Clostridium formicaceticum
ORG-6137	TAX-2	ORG-6137	Clostridium innocuum
TAX-1534	TAX-2	TAX-1534	Clostridium kluyveri
TAX-33954	TAX-2	TAX-33954	Clostridium magnum
TAX-1539	TAX-2	TAX-1539	Clostridium malenominatum
TAX-29363	TAX-2	TAX-29363	Clostridium paraputrificum
ORG-6139	TAX-2	ORG-6139	Clostridium paraputrificum
TAX-1501	TAX-2	TAX-1501	Clostridium pasteurianum
TAX-100174	TAX-2	TAX-100174	Clostridium peptidivorans
TAX-1502	TAX-2	TAX-1502	Clostridium perfringens
TAX-195102	TAX-2	TAX-195102	Clostridium perfringens
ORG-6268	TAX-2	ORG-6268	Clostridium perfringens
TAX-169679	TAX-2	TAX-169679	Clostridium saccharobutylicum
TAX-29369	TAX-2	TAX-29369	Clostridium sardiniense
ORG-5889	TAX-2	ORG-5889	Clostridium SB4  
TAX-1507	TAX-2	TAX-1507	Clostridium sp. ATCC 29733
TAX-755731	TAX-2	TAX-755731	Clostridium sp. BNL1100
TAX-1105031	TAX-2	TAX-1105031	Clostridium sp. MSTE9
TAX-110320	TAX-2	TAX-110320	Clostridium sp. TO-931
TAX-1509	TAX-2	TAX-1509	Clostridium sporogenes
TAX-1550	TAX-2	TAX-1550	Clostridium subterminale
TAX-1513	TAX-2	TAX-1513	Clostridium tetani
TAX-1553	TAX-2	TAX-1553	Clostridium tetanomorphum
TAX-1519	TAX-2	TAX-1519	Clostridium tyrobutyricum
ORG-6124	TAX-2	ORG-6124	Clostridium uracilicum
TAX-2716431	TAX-2	TAX-2716431	Coleospermum
TAX-202907	TAX-2	TAX-202907	Collimonas
TAX-715342	TAX-2	TAX-715342	Collimonas sp. CT
TAX-102106	TAX-2	TAX-102106	Collinsella
TAX-74426	TAX-2	TAX-74426	Collinsella aerofaciens
TAX-626935	TAX-2	TAX-626935	Collinsella tanakaei
TAX-28228	TAX-2	TAX-28228	Colwellia
TAX-77524	TAX-2	TAX-77524	Colwellia maris
TAX-167879	TAX-2	TAX-167879	Colwellia psychrerythraea
TAX-28229	TAX-2	TAX-28229	Colwellia psychrerythraea
TAX-267889	TAX-2	TAX-267889	Colwelliaceae
TAX-80864	TAX-2	TAX-80864	Comamonadaceae
TAX-283	TAX-2	TAX-283	Comamonas
